
Date,Name,Year,Letterboxd URI,Rating
2024-08-05,Aftersun,2022,https://boxd.it/Arw0,5
2024-08-11,Killers of the Flower Moon,2023,https://boxd.it/gHp0,5
2024-08-11,Causeway,2022,https://boxd.it/lWQq,4
2024-08-11,Cha Cha Real Smooth,2022,https://boxd.it/uF8E,2
2024-08-12,CODA,2021,https://boxd.it/tbf4,3
2024-08-12,Jack Reacher,2012,https://boxd.it/2BUo,3
2024-08-13,Grown Ups,2010,https://boxd.it/169a,2
2024-08-13,The Greatest Beer Run Ever,2022,https://boxd.it/m2tC,0.5
2024-08-13,On the Rocks,2020,https://boxd.it/l8aY,3
2024-08-15,"I, Tonya",2017,https://boxd.it/dzR0,4
2024-08-15,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O,5
2024-08-16,Ford v Ferrari,2019,https://boxd.it/ce74,4.5
2024-08-16,Bullet Train,2022,https://boxd.it/qW26,2.5
2024-08-19,Top Gun: Maverick,2022,https://boxd.it/cjr4,3.5
2024-08-19,Twisters,2024,https://boxd.it/qV7a,2.5
2024-08-19,Twister,1996,https://boxd.it/29S0,2.5
2024-08-29,I Saw the TV Glow,2024,https://boxd.it/woVe,2
2024-09-07,Cat Person,2023,https://boxd.it/vOkw,3.5
2024-09-08,Frankie and Johnny,1991,https://boxd.it/250S,5
2024-09-13,Gifted,2017,https://boxd.it/e5dG,4
2024-09-16,The Little Things,2021,https://boxd.it/mdxU,3
2024-09-23,Rebel Ridge,2024,https://boxd.it/nZum,3
2024-09-23,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,5
2024-10-06,Taken,2008,https://boxd.it/1ZXa,3.5
2024-10-14,My Neighbor Totoro,1988,https://boxd.it/20eA,5
2024-10-21,Woman of the Hour,2023,https://boxd.it/vuz2,3
2024-10-21,Edward Scissorhands,1990,https://boxd.it/2aZc,5
2024-10-25,The Terminal,2004,https://boxd.it/2a2O,3
2024-11-02,Trap,2024,https://boxd.it/D4nK,1
2024-11-11,The Talented Mr. Ripley,1999,https://boxd.it/2924,4
2024-11-28,Two Weeks Notice,2002,https://boxd.it/26wK,4
2024-11-28,The Family Man,2000,https://boxd.it/22e8,5
2024-11-29,Daddy's Home 2,2017,https://boxd.it/ePpI,2
2024-12-04,The Penguin,2024,https://boxd.it/QkIU,5
2024-12-06,Me Before You,2016,https://boxd.it/9n98,2
2024-12-06,Welcome to Me,2014,https://boxd.it/8NUs,3.5
2024-12-07,Martha,2024,https://boxd.it/OLX4,3
2024-12-08,Girl Most Likely,2012,https://boxd.it/2nga,3.5
2024-12-18,Venom: The Last Dance,2024,https://boxd.it/ynqo,0.5
2025-01-06,It Ends with Us,2024,https://boxd.it/ENjg,1.5
2025-01-14,Bridget Jones's Diary,2001,https://boxd.it/29WQ,4
2025-01-20,Aloha,2015,https://boxd.it/6BQk,1.5
2025-02-25,Captain America: Civil War,2016,https://boxd.it/89Ja,5
2025-03-28,Mickey 17,2025,https://boxd.it/q1Dk,3
2025-03-28,Bill Burr: Drop Dead Years,2025,https://boxd.it/Su2I,5
2025-04-09,A Minecraft Movie,2025,https://boxd.it/zRro,5
2025-04-18,Warfare,2025,https://boxd.it/LbRo,4
2025-04-21,Companion,2025,https://boxd.it/F04o,3.5
2025-04-28,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/27US,5
2025-05-11,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/27Vc,4.5
2025-05-31,We Live in Time,2024,https://boxd.it/FC5u,3
2025-05-31,Civil War,2024,https://boxd.it/z1jW,2.5
2025-06-01,Friendship,2024,https://boxd.it/L6Dc,4
2025-06-08,Watching the Detectives,2007,https://boxd.it/1B3i,3.5
2025-06-08,Moneyball,2011,https://boxd.it/glS,4
2025-06-10,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/27V2,4
2025-06-19,The Phoenician Scheme,2025,https://boxd.it/H0Ca,5
2025-06-26,The Mule,2018,https://boxd.it/idcY,3
2025-06-27,Isle of Dogs,2018,https://boxd.it/dZrW,4.5
2025-07-08,"Paris, Texas",1984,https://boxd.it/29Ts,5
2025-07-18,Jurassic World Rebirth,2025,https://boxd.it/KUeE,3
2025-07-25,The Fantastic 4: First Steps,2025,https://boxd.it/mP6C,2
2025-08-01,Eddington,2025,https://boxd.it/o6MC,4
2025-08-06,The Empire Strikes Back,1980,https://boxd.it/27Vw,5
2025-08-21,The Naked Gun,2025,https://boxd.it/Da9k,4
2025-08-25,Return of the Jedi,1983,https://boxd.it/27Vm,5
2025-08-29,The Hunger Games,2012,https://boxd.it/2uds,4.5
2025-08-30,Jaws,1975,https://boxd.it/2a5e,5
2025-09-01,The Sixth Sense,1999,https://boxd.it/29Js,4.5
2025-09-02,Jurassic Park,1993,https://boxd.it/2aA2,4.5
2025-09-09,Superman,2025,https://boxd.it/E9IU,4.5
2025-09-13,Blades of Glory,2007,https://boxd.it/1Xrm,3
2025-09-27,28 Years Later,2025,https://boxd.it/FEGM,4
2025-10-06,Blow,2001,https://boxd.it/24Mm,3
2025-10-08,The Smashing Machine,2025,https://boxd.it/syUC,4
2025-11-13,Bugonia,2025,https://boxd.it/qeWY,4
2025-11-27,Premonition,2007,https://boxd.it/1Xqe,2
2025-11-28,Elf,2003,https://boxd.it/1VyK,3
2025-11-29,Sister Act,1992,https://boxd.it/27EA,4
2025-12-05,Kill Bill: The Whole Bloody Affair,2004,https://boxd.it/eCrQ,5
2025-12-26,Little Women,1994,https://boxd.it/1YiU,5
2025-12-27,Dave Chappelle: The Unstoppable...,2025,https://boxd.it/ZEvY,4
2025-12-28,The Family Stone,2005,https://boxd.it/1Zja,2.5
2025-12-28,Stand by Me,1986,https://boxd.it/2aOe,5
2026-02-08,The Big Short,2015,https://boxd.it/ajZw,4
2026-02-19,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A,3.5
2026-02-22,Boyhood,2014,https://boxd.it/3178,4
2026-02-22,Wind River,2017,https://boxd.it/dR3i,5
2026-02-23,Sicario,2015,https://boxd.it/8i7u,5
2026-02-23,If I Had Legs I'd Kick You,2025,https://boxd.it/HUtS,4
2026-03-06,The 40 Year Old Virgin,2005,https://boxd.it/21hK,4
2026-03-08,The Bride!,2026,https://boxd.it/HSw6,3
2026-03-15,One Battle After Another,2025,https://boxd.it/DUHM,5
2026-04-20,Song Sung Blue,2025,https://boxd.it/QMqO,3
2026-04-21,Kneecap,2024,https://boxd.it/ILxI,5
2026-04-30,Caddo Lake,2024,https://boxd.it/wDSu,3
